stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2013-27675,2015,FIRST,BIO 101,U,3,,2,1.0000,
2013-27675,2015,FIRST,IT 1(MST),V-6L,3,,3,1.0000,
2013-27675,2015,FIRST,SPCM 1(AH),B-5R,3,,4,1.0000,
2013-27675,2015,FIRST,MATH 26,EF-2R,3,,5,1.0000,
2013-27675,2015,FIRST,PHYS 3,E-5L,3,,6,1.0000,
2013-27675,2015,FIRST,BIO 120,S-2L,3,,7,1.0000,
2013-27675,2015,FIRST,BIO 140,V,3,,8,1.0000,
2012-37407,2015,FIRST,FIL 20,Z,3,,1,1.0000,
2012-37407,2015,FIRST,HUM 1(AH),E,3,,2,1.0000,
2012-37407,2015,FIRST,PHLO 1(SSP),W2-4R,3,,3,1.0000,
2012-37407,2015,FIRST,MCB 150,C-2L,3,,4,1.0000,
2012-37407,2015,FIRST,PI 10(SSP),G2-4R,3,,0,0.0000,
2012-37407,2015,FIRST,HFDS 12,D2,3,,0,0.0000,
2012-41339,2015,FIRST,HNF 152,GH2-2L,3,,1,1.0000,
2012-41339,2015,FIRST,HNF 125,A-3L,3,,2,1.0000,
2012-41339,2015,FIRST,HNF 124,T-3L,3,,3,1.0000,
2012-41339,2015,FIRST,HNF 42,B-2L,4,,4,1.0000,
2012-41339,2015,FIRST,HNF 132,C-4L,3,,5,1.0000,
2012-41339,2015,FIRST,HUME 10(SSP),S-4R,3,,6,1.0000,
2014-73001,2015,FIRST,NSTP 1,EN2,0,,1,1.0000,
2014-73001,2015,FIRST,MATH 20,Z,3,,2,1.0000,
2014-73001,2015,FIRST,SPCM 1(AH),U1-1R,3,,3,1.0000,
2014-73001,2015,FIRST,PHYS 3,C-5L,3,,4,1.0000,
2014-73001,2015,FIRST,MST 101a,AR4,1,,6,1.0000,
2014-73001,2015,FIRST,MATH 26,S-1R,3,,7,1.0000,
2014-73001,2015,FIRST,STAT 166,EF-2L,3,,0,0.0000,
2014-73001,2015,FIRST,EDUC 102,W,3,,0,0.0000,
2009-24121,2015,FIRST,ZOO 117,UV-2L,3,,1,1.0000,
2009-24121,2015,FIRST,ENG 10,T-1R,3,,2,1.0000,
2009-24121,2015,FIRST,ZOO 173,B-2L,3,,3,1.0000,
2014-20239,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2014-20239,2015,FIRST,CHEM 43.0,T,3,,3,1.0000,
2014-20239,2015,FIRST,CHEM 43.1,4L,2,,4,1.0000,
2014-20239,2015,FIRST,MATH 27,A-2R,3,,5,1.0000,
2014-20239,2015,FIRST,PHYS 81,GY-4L,5,,6,1.0000,
2014-20239,2015,FIRST,NASC 6(MST),B,3,,7,1.0000,
2014-20239,2015,FIRST,SPCM 1(AH),G-6R,3,,8,1.0000,
2012-09823,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2012-09823,2015,FIRST,AGRI 199,Y4,1,,2,1.0000,
2012-09823,2015,FIRST,NASC 6(MST),C,3,,3,1.0000,
2012-09823,2015,FIRST,STAT 162,G-6L,3,,4,1.0000,
2012-09823,2015,FIRST,CHEM 160.1,2L,2,,5,1.0000,
2012-09823,2015,FIRST,ECON 11,U-4R,3,,7,1.0000,
2012-09823,2015,FIRST,ENTR 1(SSP),ST-3R,3,,8,1.0000,
2013-40840,2015,FIRST,NSTP 1,HE-EF2,0,,1,1.0000,
2013-40840,2015,FIRST,ENSC 10b,8L,2,,2,1.0000,
2013-40840,2015,FIRST,ENG 2(AH),G-6R,3,,3,1.0000,
2013-40840,2015,FIRST,ENSC 11,E,3,,4,1.0000,
2013-40840,2015,FIRST,MATH 38,T-3R,3,,5,1.0000,
2013-40840,2015,FIRST,PHYS 82,DV-5L,5,,6,1.0000,
2012-17976,2015,FIRST,ChE 153,W,3,,1,1.0000,
2012-17976,2015,FIRST,CHEM 112,Z,3,,2,1.0000,
2012-17976,2015,FIRST,ChE 32,UV-1L,3,,3,1.0000,
2012-17976,2015,FIRST,CHEM 111.1,8L,2,,4,1.0000,
2012-17976,2015,FIRST,ENG 10,T-4R,3,,5,1.0000,
2012-17976,2015,FIRST,HIST 1(SSP),D-3R,3,,6,1.0000,
2013-08273,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2013-08273,2015,FIRST,CMSC 131,AB-4L,3,,2,1.0000,
2013-08273,2015,FIRST,SPCM 1(AH),F-2R,3,,3,1.0000,
2013-08273,2015,FIRST,CMSC 57,V-1L,3,,4,1.0000,
2013-08273,2015,FIRST,CMSC 22,WX-7L,3,,5,1.0000,
2013-08273,2015,FIRST,MATH 28,T-2R,3,,6,1.0000,
2013-08273,2015,FIRST,CMSC 150,EF-5L,3,,7,1.0000,
2014-73999,2015,FIRST,NSTP 1,EN2,0,,2,1.0000,
2014-73999,2015,FIRST,CRPT 1,ST-8L,3,,3,1.0000,
2014-73999,2015,FIRST,SPCM 1(AH),U1-5R,3,,4,1.0000,
2014-73999,2015,FIRST,SOIL 1,U-4L,3,,5,1.0000,
2014-73999,2015,FIRST,CRSC 1,Y-4L,3,,6,1.0000,
2014-73999,2015,FIRST,ANSC 1,S-4L,3,,7,1.0000,
2014-73999,2015,FIRST,AEC 1,T-5R,3,,8,1.0000,
2013-42249,2015,FIRST,HUME 10(SSP),U-3R,3,,1,1.0000,
2013-42249,2015,FIRST,ENSC 10a,6L,2,,2,1.0000,
2013-42249,2015,FIRST,ENSC 11,E,3,,3,1.0000,
2013-42249,2015,FIRST,PHYS 82,DV-4L,5,,4,1.0000,
2013-42249,2015,FIRST,ENSC 21,Y,3,,5,1.0000,
2014-51851,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2014-51851,2015,FIRST,CHEM 40.0,T,3,,2,1.0000,
2014-51851,2015,FIRST,CHEM 40.1,19L,1,,3,1.0000,
2014-51851,2015,FIRST,SPCM 1(AH),W-3R,3,,4,1.0000,
2014-51851,2015,FIRST,PHYS 1,F-3L,3,,5,1.0000,
2014-51851,2015,FIRST,ENTR 1(SSP),B-6R,3,,6,1.0000,
2014-51851,2015,FIRST,HFDS 12,D2,3,,7,1.0000,
2014-51851,2015,FIRST,NASC 3(MST),EF-4R,3,,8,1.0000,
2014-75887,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2014-75887,2015,FIRST,MATH 37,C-3R,5,,3,1.0000,
2014-75887,2015,FIRST,PHYS 81,GY-4L,5,,4,1.0000,
2014-75887,2015,FIRST,CHEM 15.0,S,3,,5,1.0000,
2014-75887,2015,FIRST,CHEM 15.1,25L+,2,,6,1.0000,
2014-75887,2015,FIRST,SPCM 1(AH),G-5R,3,,7,1.0000,
2012-04309,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2012-04309,2015,FIRST,ChE 153,W,3,,2,1.0000,
2012-04309,2015,FIRST,ChE 145,X,3,,3,1.0000,
2012-04309,2015,FIRST,ChE 154,C,3,,4,1.0000,
2012-04309,2015,FIRST,ENSC 13,F,3,,5,1.0000,
2012-04309,2015,FIRST,ChE 155,2L,2,,6,1.0000,
2012-04309,2015,FIRST,ChE 143,C,3,,7,1.0000,
2013-60212,2015,FIRST,NSTP 1,FR-BD,0,,2,1.0000,
2013-60212,2015,FIRST,SPCM 1(AH),G-2R,3,,3,1.0000,
2013-60212,2015,FIRST,HUM 2(AH),F-6R,3,,4,1.0000,
2013-60212,2015,FIRST,MATH 14,B-5R,3,,5,1.0000,
2013-60212,2015,FIRST,ENG 2(AH),Y-5R,3,,6,1.0000,
2013-60212,2015,FIRST,FBS 31,AB-2L,3,,7,1.0000,
2013-60212,2015,FIRST,SFI 100,U-1L,3,,8,1.0000,
2013-60212,2015,FIRST,PSY 1(SSP),B-3R,3,,9,1.0000,
2014-21141,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-21141,2015,FIRST,MATH 37,X-1R,5,,3,1.0000,
2014-21141,2015,FIRST,PHYS 81,ABST-6L,5,,4,1.0000,
2014-21141,2015,FIRST,CHEM 15.0,G,3,,5,1.0000,
2014-21141,2015,FIRST,CHEM 15.1,25L,2,,6,1.0000,
2014-21141,2015,FIRST,SPCM 1(AH),W-2R,3,,7,1.0000,
2014-24341,2015,FIRST,NSTP 1,AS1,0,,2,1.0000,
2014-24341,2015,FIRST,BIO 150,U-1L,3,,3,1.0000,
2014-24341,2015,FIRST,SPCM 1(AH),F-5R,3,,4,1.0000,
2014-24341,2015,FIRST,NASC 3(MST),EF-3R,3,,5,1.0000,
2014-24341,2015,FIRST,HFDS 11,X,3,,6,1.0000,
2014-24341,2015,FIRST,HUME 101,T,3,,7,1.0000,
2014-24341,2015,FIRST,PHYS 1,F-5L,3,,8,1.0000,
2012-01258,2015,FIRST,ECON 101,T-1R,3,,1,1.0000,
2012-01258,2015,FIRST,MGT 161,H,3,,2,1.0000,
2012-01258,2015,FIRST,NASC 10(MST),U,3,,3,1.0000,
2012-01258,2015,FIRST,MGT 113,U,3,,4,1.0000,
2011-48744,2015,FIRST,ECON 130,T,3,,3,1.0000,
2011-48744,2015,FIRST,AECO 110,B-2L,3,,4,1.0000,
2011-48744,2015,FIRST,AECO 123,U-2R,3,,5,1.0000,
2011-48744,2015,FIRST,HIST 1(SSP),V1-3R,3,,6,1.0000,
2012-27596,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2012-27596,2015,FIRST,PSY 1(SSP),X2-4R,3,,3,1.0000,
2012-27596,2015,FIRST,STAT 1,A-3L,3,,5,1.0000,
2014-71585,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2014-71585,2015,FIRST,BIO 150,C-2L,3,,2,1.0000,
2014-71585,2015,FIRST,CHEM 15.0,T,3,,3,1.0000,
2014-71585,2015,FIRST,CHEM 15.1,29L+,2,,4,1.0000,
2014-71585,2015,FIRST,SPCM 1(AH),G-4R,3,,5,1.0000,
2014-71585,2015,FIRST,HFDS 11,Y,3,,6,1.0000,
2014-71585,2015,FIRST,HUME 101,F2,3,,7,1.0000,
2014-71585,2015,FIRST,PHYS 1,F-2L,3,,8,1.0000,
2012-10885,2015,FIRST,MATH 111,Z,3,,1,1.0000,
2012-10885,2015,FIRST,MATH 38,T-4R,3,,2,1.0000,
2012-10885,2015,FIRST,HUM 3(AH),F,3,,5,1.0000,
2012-10885,2015,FIRST,MGT 113,U,3,,6,1.0000,
2010-52679,2015,FIRST,HNF 42,B-2L,4,,2,1.0000,
2010-52679,2015,FIRST,HNF 132,C-2L,3,,3,1.0000,
2014-38891,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2014-38891,2015,FIRST,CHEM 40.0,D,3,,3,1.0000,
2014-38891,2015,FIRST,CHEM 40.1,2L,1,,4,1.0000,
2014-38891,2015,FIRST,BIO 70,Z,3,,5,1.0000,
2014-38891,2015,FIRST,BOT 3,AB-4L,3,,6,1.0000,
2014-38891,2015,FIRST,MATH 26,W-2R,3,,7,1.0000,
2014-38891,2015,FIRST,PHYS 3,C-5L,3,,8,1.0000,
2014-38891,2015,FIRST,MCB 1,C-2L,3,,9,1.0000,
2014-72665,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2014-72665,2015,FIRST,MATH 37,X-4R,5,,3,1.0000,
2014-72665,2015,FIRST,PHYS 81,GY-1L,5,,4,1.0000,
2014-72665,2015,FIRST,CHEM 15.1,19L,2,,5,1.0000,
2014-72665,2015,FIRST,ENSC 10a,5L,2,,6,1.0000,
2014-72665,2015,FIRST,SPCM 1(AH),W-6R,3,,7,1.0000,
2013-09840,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2013-09840,2015,FIRST,CMSC 11,U-5L,3,,2,1.0000,
2013-09840,2015,FIRST,BOT 20,ST-5L,3,,3,1.0000,
2013-09840,2015,FIRST,CHEM 160,X,3,,4,1.0000,
2013-09840,2015,FIRST,SOIL 1,C-8L,3,,5,1.0000,
2013-09840,2015,FIRST,HUM 3(AH),W,3,,6,1.0000,
2013-09840,2015,FIRST,PI 10(SSP),A2-3R,3,,7,1.0000,
2013-09840,2015,FIRST,ENG 2(AH),G-3R,3,,8,1.0000,
2014-72690,2015,FIRST,NSTP 1,AS2,0,,2,1.0000,
2014-72690,2015,FIRST,CHEM 15.0,S,3,,3,1.0000,
2014-72690,2015,FIRST,CHEM 15.1,26L,2,,4,1.0000,
2014-72690,2015,FIRST,SPCM 1(AH),B-3R,3,,5,1.0000,
2014-72690,2015,FIRST,MATH 36,H-5R,5,,6,1.0000,
2014-72690,2015,FIRST,ENSC 10b,8L,2,,7,1.0000,
2014-72690,2015,FIRST,PI 10(SSP),V-3R,3,,8,1.0000,
2011-26874,2015,FIRST,ABE 71,C-2L,3,,1,1.0000,
2011-26874,2015,FIRST,ENG 2(AH),F-5R,3,,2,1.0000,
2011-26874,2015,FIRST,SPCM 1(AH),W-6R,3,,3,1.0000,
2011-26874,2015,FIRST,ENSC 21,T,3,,4,1.0000,
2011-26874,2015,FIRST,IE 150,U,3,,0,0.0000,
2011-26874,2015,FIRST,SPCM 1(AH),W-6R,3,,0,0.0000,
2013-13034,2015,FIRST,BIO 101,W,3,,1,1.0000,
2013-13034,2015,FIRST,SPCM 1(AH),W-2R,3,,3,1.0000,
2013-13034,2015,FIRST,BIO 150,F-1L,3,,4,1.0000,
2013-13034,2015,FIRST,BIO 120,S-3L,3,,5,1.0000,
2013-13034,2015,FIRST,HUM 2(AH),B-2R,3,,6,1.0000,
2013-13034,2015,FIRST,ENG 10,T-6R,3,,7,1.0000,
2013-13034,2015,FIRST,HUM 3(AH),W,3,,0,0.0000,
2014-52989,2015,FIRST,NSTP 1,AS4,0,,2,1.0000,
2014-52989,2015,FIRST,BIO 150,W-3L,3,,3,1.0000,
2014-52989,2015,FIRST,SPCM 1(AH),U1-6R,3,,4,1.0000,
2014-52989,2015,FIRST,HFDS 11,X,3,,5,1.0000,
2014-52989,2015,FIRST,HUME 101,T,3,,6,1.0000,
2014-52989,2015,FIRST,PHYS 1,F-2L,3,,7,1.0000,
2014-52989,2015,FIRST,STAT 1,Z-9L,3,,8,1.0000,
2011-97487,2015,FIRST,PE 1,EF1,0,,1,1.0000,
2011-97487,2015,FIRST,DEVC 199,A3,1,,3,1.0000,
2013-17799,2015,FIRST,CMSC 21,UV-1L,3,,1,1.0000,
2013-17799,2015,FIRST,STAT 1,Z-5L,3,,2,1.0000,
2013-17799,2015,FIRST,HUM 1(AH),E,3,,3,1.0000,
2013-17799,2015,FIRST,CMSC 22,WX-3L,3,,4,1.0000,
2013-17799,2015,FIRST,NASC 1(MST),V-4R,3,,5,1.0000,
2013-17799,2015,FIRST,HUM 2(AH),X1-5R,3,,6,1.0000,
2009-01623,2015,FIRST,EE 170,D,3,,1,1.0000,
2009-01623,2015,FIRST,EE 12,W-1L,4,,2,1.0000,
2009-01623,2015,FIRST,EE 18,Y,3,,3,1.0000,
2009-01623,2015,FIRST,ENG 10,C-5R,3,,4,1.0000,
2009-01623,2015,FIRST,EE 130,ST-2L,3,,5,1.0000,
2013-68103,2015,FIRST,PE 1,ST2,0,,1,1.0000,
2013-68103,2015,FIRST,NSTP 1,EN2,0,,2,1.0000,
2013-68103,2015,FIRST,AECO 103,UV-2L,3,,3,1.0000,
2013-68103,2015,FIRST,HUM 2(AH),B-6R,3,,5,1.0000,
2013-68103,2015,FIRST,AECO 141,C-2L,3,,6,1.0000,
2013-68103,2015,FIRST,MATH 26,W-5R,3,,7,1.0000,
2013-68103,2015,FIRST,CRSC 2,U-2L,3,,8,1.0000,
2013-68103,2015,FIRST,ANSC 2,B-8L,3,,0,0.0000,
2012-37180,2015,FIRST,ABE 180,Y,3,,1,1.0000,
2012-37180,2015,FIRST,CE 132,C-1C,3,,2,1.0000,
2012-37180,2015,FIRST,CE 121,AB1,3,,3,1.0000,
2012-37180,2015,FIRST,CE 133,AB,3,,4,1.0000,
2012-37180,2015,FIRST,CE 151,V,3,,5,1.0000,
2012-37180,2015,FIRST,SPCM 1(AH),F-3R,3,,6,1.0000,
2012-08655,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2012-08655,2015,FIRST,ECON 130,T,3,,2,1.0000,
2012-08655,2015,FIRST,HUM 1(AH),V,3,,3,1.0000,
2012-08655,2015,FIRST,AECO 141,C-2L,3,,4,1.0000,
2012-08655,2015,FIRST,AECO 110,U-2L,3,,5,1.0000,
2012-08655,2015,FIRST,STAT 1,D-9L,3,,6,1.0000,
2012-08655,2015,FIRST,HUM 2(AH),V-1R,3,,7,1.0000,
2011-21584,2015,FIRST,FBS 45,U-2L,4,,1,1.0000,
2011-21584,2015,FIRST,FRM 184,T-2L,3,,3,1.0000,
2012-37534,2015,FIRST,PHYS 82,DV-4L,5,,1,1.0000,
2012-37534,2015,FIRST,HUM 3(AH),W,3,,3,1.0000,
2014-09410,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2014-09410,2015,FIRST,MATH 37,X-4R,5,,3,1.0000,
2014-09410,2015,FIRST,MATH 101,Y-5L,3,,4,1.0000,
2014-09410,2015,FIRST,NASC 3(MST),EF-5R,3,,5,1.0000,
2014-09410,2015,FIRST,ENTR 1(SSP),ST-3R,3,,6,1.0000,
2014-09410,2015,FIRST,STAT 1,A-2L,3,,7,1.0000,
2014-09410,2015,FIRST,NASC 2(MST),G,3,,8,1.0000,
2009-17839,2015,FIRST,ENSC 16,Y,3,,1,1.0000,
2009-17839,2015,FIRST,ENSC 18,V-2L,3,,2,1.0000,
2009-17839,2015,FIRST,ABE 12,D-1C,3,,3,1.0000,
2009-17839,2015,FIRST,ENG 10,C-6R,3,,5,1.0000,
2014-73155,2015,FIRST,PE 1,EF2,0,,1,1.0000,
2014-73155,2015,FIRST,NSTP 1,HE-EF1,0,,2,1.0000,
2014-73155,2015,FIRST,HUM 2(AH),X2-3R,3,,3,1.0000,
2014-73155,2015,FIRST,MATH 1(MST),V,3,,4,1.0000,
2014-73155,2015,FIRST,PHLO 197,B,3,,5,1.0000,
2014-73155,2015,FIRST,PI 10(SSP),V-1R,3,,6,1.0000,
2014-73155,2015,FIRST,HUM 3(AH),W,3,,8,1.0000,
2014-73155,2015,FIRST,NASC 5(MST),CD-3R,3,,0,0.0000,
2014-70467,2015,FIRST,NSTP 1,HE-EF2,0,,1,1.0000,
2014-70467,2015,FIRST,MATH 26,W-4R,3,,2,1.0000,
2014-70467,2015,FIRST,STAT 1,AB-5L,3,,3,1.0000,
2014-70467,2015,FIRST,CRSC 2,AB-6L,3,,4,1.0000,
2014-70467,2015,FIRST,PHYS 3,E-2L,3,,5,1.0000,
2014-70467,2015,FIRST,ANSC 1,S-8L,3,,6,1.0000,
2014-70467,2015,FIRST,ECON 11,U-3R,3,,7,1.0000,
2013-44033,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2013-44033,2015,FIRST,DEVC 70,V-3L,3,,2,1.0000,
2013-44033,2015,FIRST,HUM 1(AH),X,3,,3,1.0000,
2013-44033,2015,FIRST,DEVC 101,Y,3,,4,1.0000,
2013-44033,2015,FIRST,DEVC 126,B-3L,3,,5,1.0000,
2013-44033,2015,FIRST,DEVC 144,AB-3L,3,,6,1.0000,
2013-44033,2015,FIRST,DEVC 153,Z,3,,7,1.0000,
2012-59976,2015,FIRST,CMSC 137,CD-1L,3,,1,1.0000,
2012-59976,2015,FIRST,CMSC 150,EF-3L,3,,2,1.0000,
2012-59976,2015,FIRST,ENG 10,T-1R,3,,3,1.0000,
2012-59976,2015,FIRST,CMSC 165,U-3L,3,,4,1.0000,
2012-59976,2015,FIRST,CMSC 142,C-2L,3,,5,1.0000,
2007-17609,2015,FIRST,MATH 141,W,3,,1,1.0000,
2007-17609,2015,FIRST,MATH 151,C,3,,2,1.0000,
2007-17609,2015,FIRST,ENG 2(AH),Y-3R,3,,3,1.0000,
2007-17609,2015,FIRST,PI 10(SSP),U-4R,3,,5,1.0000,
2007-17609,2015,FIRST,PSY 1(SSP),B-5R,3,,6,1.0000,
2014-09444,2015,FIRST,NSTP 1,EM1,0,,2,1.0000,
2014-09444,2015,FIRST,MATH 26,EF-3R,3,,3,1.0000,
2014-09444,2015,FIRST,ANSC 2,B-7L,3,,4,1.0000,
2014-09444,2015,FIRST,CRSC 2,U-1L,3,,5,1.0000,
2014-09444,2015,FIRST,ECON 11,E-1R,3,,6,1.0000,
2014-09444,2015,FIRST,ENG 2(AH),G-3R,3,,7,1.0000,
2014-08064,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2014-08064,2015,FIRST,CHEM 40.0,B,3,,3,1.0000,
2014-08064,2015,FIRST,CHEM 40.1,2L,1,,4,1.0000,
2014-08064,2015,FIRST,BIO 70,Z,3,,5,1.0000,
2014-08064,2015,FIRST,BOT 3,AB-3L,3,,6,1.0000,
2014-08064,2015,FIRST,MATH 26,EF-2R,3,,7,1.0000,
2014-08064,2015,FIRST,PHYS 3,X-4L,3,,8,1.0000,
2014-08064,2015,FIRST,MCB 1,C-5L,3,,9,1.0000,
2014-28787,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-28787,2015,FIRST,ENG 1(AH),X2-5R,3,,2,1.0000,
2014-28787,2015,FIRST,MATH 14,YZ-2R,3,,3,1.0000,
2014-28787,2015,FIRST,BIO 2,W-5L,3,,4,1.0000,
2014-28787,2015,FIRST,PHYS 1,F-2L,3,,5,1.0000,
2014-28787,2015,FIRST,CERP 31,E,3,,0,0.0000,
2014-28787,2015,FIRST,CHEM 15.0,X,3,,0,0.0000,
2014-32842,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2014-32842,2015,FIRST,BIO 1,C-1L,3,,2,1.0000,
2014-32842,2015,FIRST,FST 11,T,3,,3,1.0000,
2014-32842,2015,FIRST,MATH 14,YZ-1R,3,,4,1.0000,
2014-32842,2015,FIRST,PI 10(SSP),G1-3R,3,,5,1.0000,
2014-32842,2015,FIRST,CRSC 1,Y-1L,3,,6,1.0000,
2014-32842,2015,FIRST,ENG 2(AH),F-4R,3,,7,1.0000,
2012-17443,2015,FIRST,PE 1,GH,0,,1,1.0000,
2012-17443,2015,FIRST,NSTP 1,AS1,0,,2,1.0000,
2012-17443,2015,FIRST,MATH 27,W-1R,3,,3,1.0000,
2012-17443,2015,FIRST,STAT 1,Z-4L,3,,4,1.0000,
2012-17443,2015,FIRST,CMSC 22,WX-3L,3,,5,1.0000,
2012-17443,2015,FIRST,NASC 5(MST),W-2R,3,,6,1.0000,
2012-17443,2015,FIRST,HIST 2(SSP),T-4R,3,,7,1.0000,
2012-17443,2015,FIRST,CMSC 131,AB-4L,3,,8,1.0000,
2012-18569,2015,FIRST,FPPS 127,YZ-2L,3,,1,1.0000,
2012-18569,2015,FIRST,SFFG 125,U-2L,3,,2,1.0000,
2012-18569,2015,FIRST,HUM 3(AH),F,3,,3,1.0000,
2012-18569,2015,FIRST,FRM 184,T-2L,3,,0,0.0000,
2013-07544,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2013-07544,2015,FIRST,SOC 151,V,3,,4,1.0000,
2013-07544,2015,FIRST,SPCM 1(AH),U1-5R,3,,5,1.0000,
2013-07544,2015,FIRST,STAT 166,EF-2L,3,,6,1.0000,
2013-07544,2015,FIRST,HUM 3(AH),W,3,,7,1.0000,
2013-07544,2015,FIRST,SOC 140,Y,3,,8,1.0000,
2013-07544,2015,FIRST,STS 1,Y2,3,,0,0.0000,
2012-26850,2015,FIRST,AGRI 195,CD-5L,3,,2,1.0000,
2012-26850,2015,FIRST,HORT 20,AB-2L,3,,3,1.0000,
2012-26850,2015,FIRST,AECO 111,C-2L,3,,5,1.0000,
2012-26850,2015,FIRST,HIST 2(SSP),T-2R,3,,7,1.0000,
2012-26850,2015,FIRST,ABE 1,U-2L,3,,8,1.0000,
2012-26850,2015,FIRST,ECON 10(SSP),T,3,,0,0.0000,
2012-26850,2015,FIRST,HORT 106,T-2L,3,,0,0.0000,
2012-14911,2015,FIRST,FIL 20,Z,3,,2,1.0000,
2012-14911,2015,FIRST,HUM 2(AH),X1-6R,3,,3,1.0000,
2012-14911,2015,FIRST,HFDS 12,D2,3,,5,1.0000,
2012-14911,2015,FIRST,PI 10(SSP),B-2R,3,,6,1.0000,
2012-14911,2015,FIRST,JAP 10,U,3,,0,0.0000,
2011-62132,2015,FIRST,CE 135,CD-1C,3,,1,1.0000,
2011-62132,2015,FIRST,CE 141,S-1C,3,,2,1.0000,
2011-62132,2015,FIRST,CE 171,W,3,,3,1.0000,
2011-62132,2015,FIRST,ENSC 14,G,3,,5,1.0000,
2011-62132,2015,FIRST,ABE 72,UV-2L,3,,6,1.0000,
2011-62132,2015,FIRST,CE 199,G,1,,7,1.0000,
2011-62132,2015,FIRST,NASC 3(MST),UV-2R,3,,0,0.0000,
2012-38639,2015,FIRST,ENG 2(AH),Y-4R,3,,2,1.0000,
2012-38639,2015,FIRST,CMSC 21,UV-2L,3,,3,1.0000,
2013-68219,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2013-68219,2015,FIRST,MCB 180,B-3L,3,,2,1.0000,
2013-68219,2015,FIRST,STAT 1,A-2L,3,,3,1.0000,
2013-68219,2015,FIRST,CHEM 160,W,3,,4,1.0000,
2013-68219,2015,FIRST,HUME 10(SSP),S-1R,3,,5,1.0000,
2013-68219,2015,FIRST,ENG 2(AH),Y-5R,3,,6,1.0000,
2013-68219,2015,FIRST,PI 10(SSP),A2-5R,3,,7,1.0000,
2011-20170,2015,FIRST,HUM 3(AH),F,3,,1,1.0000,
2013-71184,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2013-71184,2015,FIRST,EE 11,V-2L,4,,2,1.0000,
2013-71184,2015,FIRST,ENSC 21,T,3,,3,1.0000,
2013-71184,2015,FIRST,ENSC 14a,YG-1C,5,,4,1.0000,
2013-71184,2015,FIRST,ENSC 12,X,3,,5,1.0000,
2013-71184,2015,FIRST,PHYS 83,BT-2L,5,,6,1.0000,
2007-40001,2015,FIRST,NASC 10(MST),U,3,,1,1.0000,
2007-40001,2015,FIRST,STAT 1,Z-4L,3,,2,1.0000,
2007-40001,2015,FIRST,BIO 120,S-2L,3,,3,1.0000,
2007-40001,2015,FIRST,PPTH 104,B-2L,3,,4,1.0000,
2007-40001,2015,FIRST,PI 10(SSP),V-4R,3,,5,1.0000,
2012-98195,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2012-98195,2015,FIRST,PHYS 81,GY-3L,5,,2,1.0000,
2012-98195,2015,FIRST,CHEM 44.0,Z,3,,3,1.0000,
2012-98195,2015,FIRST,CHEM 44.1,3L,2,,4,1.0000,
2012-98195,2015,FIRST,MATH 28,T-5R,3,,5,1.0000,
2012-98195,2015,FIRST,STAT 1,D-8L,3,,6,1.0000,
2012-98195,2015,FIRST,HUM 2(AH),F-2R,3,,7,1.0000,
2014-35237,2015,FIRST,PE 1,YZ2,0,,1,1.0000,
2014-35237,2015,FIRST,NSTP 1,EN1,0,,2,1.0000,
2014-35237,2015,FIRST,ECON 101,T-6R,3,,3,1.0000,
2014-35237,2015,FIRST,ECON 102,G1,3,,4,1.0000,
2014-35237,2015,FIRST,STAT 1,AB-2L,3,,5,1.0000,
2014-35237,2015,FIRST,HUM 3(AH),F,3,,6,1.0000,
2014-35237,2015,FIRST,SOC 10,S,3,,7,1.0000,
2014-35237,2015,FIRST,SPCM 1(AH),G-2R,3,,8,1.0000,
2014-42372,2015,FIRST,NSTP 1,AS3,0,,1,1.0000,
2014-42372,2015,FIRST,FBS 31,AB-4L,3,,3,1.0000,
2014-42372,2015,FIRST,FPPS 11,ST1-1L,3,,4,1.0000,
2014-42372,2015,FIRST,SFI 100,U-2L,3,,5,1.0000,
2014-42372,2015,FIRST,ECON 11,W-7R,3,,6,1.0000,
2014-42372,2015,FIRST,NASC 7(MST),X,3,,7,1.0000,
